surface,method,n_samples,mean_time_sec,std_time_sec
paraboloid,full,2000,1.8293247026740573,1.4382631007121287
paraboloid,ukf,2000,0.0015999856598985691,0.00010013481264844269
ripples,full,2000,1.1505319690137792,0.34714208947517367
ripples,ukf,2000,0.0016475936863571405,0.00023768022525862763
saddle,full,2000,1.1039314523222856,0.08430244079601514
saddle,ukf,2000,0.002726672333665192,0.0017564722653979992
